id,type
ОРГ1-02649,2
ОРГ2-05929,2
ОРГ2-05859,2
ОРГ1-00279,3
ОРГ2-01613,2
ОРГ2-05171,2
ОРГ1-01873,2
ОРГ1-01627,2
ОРГ1-01851,3
ОРГ1-02815,3
ОРГ1-01674,2
ОРГ1-00571,1
ОРГ1-02494,2
ОРГ1-02773,1
ОРГ1-01590,3
ОРГ2-01825,1
ОРГ1-00963,2
ОРГ1-01464,2
ОРГ2-00209,2
ОРГ1-01336,2
ОРГ1-02028,2
ОРГ1-02705,0
ОРГ1-01342,2
ОРГ1-01624,2
ОРГ1-02723,2
ОРГ2-06471,1
ОРГ2-00800,1
ОРГ1-02042,3
ОРГ1-01676,1
ОРГ1-01714,2
ОРГ1-00147,1
ОРГ1-00781,3
ОРГ1-02846,2
ОРГ1-03037,2
ОРГ1-01220,1
ОРГ1-02180,1
ОРГ1-01010,2
ОРГ1-02527,2
ОРГ1-00831,2
ОРГ1-00901,2
ОРГ1-02873,2
ОРГ1-00150,0
ОРГ1-02802,2
ОРГ2-07167,1
ОРГ1-00419,2
ОРГ1-01572,2
ОРГ1-01589,2
ОРГ1-03104,1
ОРГ1-00706,3
ОРГ1-02606,2
ОРГ1-02856,2
ОРГ2-05623,1
ОРГ2-06643,1
ОРГ1-00420,2
ОРГ1-00639,2
ОРГ1-01754,2
ОРГ1-02655,0
ОРГ1-02702,2
ОРГ1-01632,2
ОРГ1-02560,1
ОРГ1-02807,2
ОРГ1-00829,2
ОРГ1-01807,2
ОРГ1-02572,2
ОРГ2-05630,1
ОРГ1-01715,0
ОРГ2-00229,2
ОРГ1-01758,3
ОРГ1-02937,2
ОРГ2-01919,1
ОРГ2-03356,2
ОРГ1-00970,2
ОРГ2-05975,2
ОРГ1-01660,2
ОРГ1-00659,2
ОРГ1-00261,2
ОРГ2-03873,1
ОРГ1-01506,2
ОРГ1-01716,2
ОРГ1-00824,2
ОРГ1-00566,2
ОРГ2-00868,2
ОРГ1-01846,2
ОРГ1-00437,0
ОРГ1-00525,1
ОРГ1-03075,2
ОРГ1-00560,2
ОРГ1-02189,2
ОРГ1-02884,3
ОРГ1-02922,2
ОРГ2-04616,1
ОРГ1-01239,2
